order_id,customer_id,channel_id,order_date,order_priority,payment_method,order_total_lines,order_net_revenue
10983,984,3,2025-04-30,1-URGENT,WIRE_TRANSFER,3,10340.97
10984,985,4,2025-03-03,1-URGENT,CREDIT_CARD,4,7763.96
10985,986,5,2025-04-09,3-NORMAL,CREDIT_CARD,7,28907.83
10986,987,1,2025-01-27,2-HIGH,WIRE_TRANSFER,5,15860.43
10987,988,2,2025-01-28,3-NORMAL,CORPORATE_INVOICE,4,24395.36
10988,989,3,2025-02-17,3-NORMAL,CORPORATE_INVOICE,5,29190.24
10989,990,4,2025-04-01,1-URGENT,WIRE_TRANSFER,6,20660.26
10990,991,5,2025/03/18,1-URGENT,WIRE_TRANSFER,5,19778.6
10991,992,1,2025-03-07,2-HIGH,WIRE_TRANSFER,4,23142.75
10992,993,2,2025/03/14,4-LOW,WIRE_TRANSFER,7,37536.4
10993,994,3,2025-01-14,2-HIGH,CREDIT_CARD,6,28877.4
10994,995,4,2025/06/24,4-LOW,WIRE_TRANSFER,4,16991.62
10995,996,5,2025-06-23,4-LOW,CREDIT_CARD,3,11435.59
10996,997,1,2025-03-31,1-URGENT,CREDIT_CARD,7,31952.32
10997,998,2,2025-04-28,3-NORMAL,CREDIT_CARD,4,7449.76
10998,999,3,2025-05-02,4-LOW,CREDIT_CARD,3,17541.7
10999,1000,4,2025-05-30,1-URGENT,CREDIT_CARD,6,22485.24
11000,1,5,2025/03/21,4-LOW,WIRE_TRANSFER,3,12466.27
11001,2,1,2025-06-05,1-URGENT,WIRE_TRANSFER,5,35260.04
11002,3,2,2025-02-08,4-LOW,WIRE_TRANSFER,7,29021.75
11003,4,3,2025-05-23,1-URGENT,WIRE_TRANSFER,7,41595.03
11004,5,4,2025-04-18,4-LOW,WIRE_TRANSFER,4,12070.51
11005,6,5,2025/02/06,1-URGENT,CREDIT_CARD,5,10611.06
11006,7,1,2025-01-07,2-HIGH,CORPORATE_INVOICE,5,17357.69
11007,8,2,2025/01/11,4-LOW,WIRE_TRANSFER,7,15551.04
11008,9,3,2025-05-11,1-URGENT,CREDIT_CARD,3,17756.97
11009,10,4,2025-05-11,1-URGENT,CREDIT_CARD,7,28065.37
11010,11,5,2025-06-30,4-LOW,WIRE_TRANSFER,4,17662.05
11011,12,1,2025-06-22,4-LOW,CORPORATE_INVOICE,6,30800.38
11012,13,2,2025-02-23,1-URGENT,CREDIT_CARD,7,41778.92
11013,14,3,2025-05-21,2-HIGH,WIRE_TRANSFER,5,26792.13
11014,15,4,2025-06-21,4-LOW,CREDIT_CARD,6,21197.12
11015,16,5,2025-04-13,2-HIGH,CORPORATE_INVOICE,3,6123.94
11016,17,1,2025-05-12,2-HIGH,WIRE_TRANSFER,4,25896.42
11017,18,2,2025-05-23,3-NORMAL,CORPORATE_INVOICE,7,33513.99
11018,19,3,2025-04-02,2-HIGH,CREDIT_CARD,6,29275.06
11019,20,4,2025-05-10,3-NORMAL,CORPORATE_INVOICE,7,24783.38
11020,21,5,2025-06-17,3-NORMAL,CREDIT_CARD,5,13648.42
11021,22,1,2025/01/25,2-HIGH,CORPORATE_INVOICE,3,6855.84
11022,23,2,2025-03-11,4-LOW,WIRE_TRANSFER,6,32802.85
11023,24,3,2025-03-23,2-HIGH,WIRE_TRANSFER,3,6831.3
11024,25,4,2025/06/18,4-LOW,CORPORATE_INVOICE,3,8854.85
11025,26,5,2025-03-13,2-HIGH,CORPORATE_INVOICE,3,9476.94
11026,27,1,2025-04-08,3-NORMAL,WIRE_TRANSFER,5,6487.27
11027,28,2,2025-05-18,3-NORMAL,CREDIT_CARD,7,37842.1
11028,29,3,2025-05-18,2-HIGH,WIRE_TRANSFER,6,28739.59
11029,30,4,2025-06-20,4-LOW,CORPORATE_INVOICE,4,12679.62
11030,31,5,2025-05-04,3-NORMAL,CREDIT_CARD,4,18202.26
11031,32,1,2025-02-25,3-NORMAL,CREDIT_CARD,7,33155.96
11032,33,2,2025-03-14,3-NORMAL,WIRE_TRANSFER,5,18318.56
11033,34,3,2025-03-28,2-HIGH,CORPORATE_INVOICE,4,21145.06
11034,35,4,2025-01-15,2-HIGH,CREDIT_CARD,5,17900.81
11035,36,5,2025-06-21,3-NORMAL,CREDIT_CARD,3,10876.91
11036,37,1,2025-01-06,4-LOW,WIRE_TRANSFER,7,27030.87
11037,38,2,2025-05-21,3-NORMAL,WIRE_TRANSFER,4,18504.88
11038,39,3,2025/05/05,2-HIGH,WIRE_TRANSFER,3,7379.08
11039,40,4,2025-05-07,4-LOW,CREDIT_CARD,6,17840.19
11040,41,5,2025/02/25,3-NORMAL,CREDIT_CARD,4,21526.28
11041,42,1,2025-03-20,2-HIGH,CREDIT_CARD,4,14046.7
11042,43,2,2025-01-31,1-URGENT,WIRE_TRANSFER,3,13852.51
11043,44,3,2025/01/12,3-NORMAL,CREDIT_CARD,6,11824.84
11044,45,4,2025-01-23,4-LOW,WIRE_TRANSFER,7,32063.52
11045,46,5,2025-05-30,4-LOW,CORPORATE_INVOICE,6,35181.02
11046,47,1,2025-06-29,3-NORMAL,CREDIT_CARD,4,24672.62
11047,48,2,2025-03-26,1-URGENT,CORPORATE_INVOICE,6,30301.23
11048,49,3,2025-01-11,4-LOW,WIRE_TRANSFER,5,16381.14
11049,50,4,2025-04-18,1-URGENT,WIRE_TRANSFER,7,20665.8
11050,51,5,2025/05/29,2-HIGH,WIRE_TRANSFER,4,10027.79
11051,52,1,2025/05/02,1-URGENT,WIRE_TRANSFER,3,10763.28
11052,53,2,2025-06-20,1-URGENT,CREDIT_CARD,7,33098.7
11053,54,3,2025-02-15,1-URGENT,CORPORATE_INVOICE,5,20601.05
11054,55,4,2025-05-22,3-NORMAL,WIRE_TRANSFER,3,10297.51
11055,56,5,2025-02-21,2-HIGH,WIRE_TRANSFER,6,12790.62
11056,57,1,2025-04-05,3-NORMAL,WIRE_TRANSFER,3,5290.93
11057,58,2,2025-06-26,2-HIGH,WIRE_TRANSFER,7,54647.04
11058,59,3,2025-06-21,1-URGENT,CORPORATE_INVOICE,3,14652.79
11059,60,4,2025-02-02,3-NORMAL,WIRE_TRANSFER,3,22203.48
11060,61,5,2025-05-21,1-URGENT,CREDIT_CARD,6,19705.64
11061,62,1,2025-03-17,3-NORMAL,CREDIT_CARD,6,32471.63
11062,63,2,2025-02-18,3-NORMAL,WIRE_TRANSFER,3,4517.25
11063,64,3,2025-03-03,1-URGENT,CREDIT_CARD,3,9886.65
11064,65,4,2025-03-14,2-HIGH,WIRE_TRANSFER,5,19350.12
11065,66,5,2025-06-13,3-NORMAL,CREDIT_CARD,6,14575.55
11066,67,1,2025/02/28,3-NORMAL,CORPORATE_INVOICE,5,11773.4
11067,68,2,2025-06-26,3-NORMAL,CORPORATE_INVOICE,6,27426.51
11068,69,3,2025-01-18,4-LOW,WIRE_TRANSFER,5,31990.42
11069,70,4,2025-02-21,2-HIGH,CORPORATE_INVOICE,6,34667.04
11070,71,5,2025-06-03,2-HIGH,CREDIT_CARD,5,14088.74
11071,72,1,2025-06-15,3-NORMAL,CORPORATE_INVOICE,3,5228.6
11072,73,2,2025-03-11,4-LOW,CREDIT_CARD,3,14518.33
11073,74,3,2025/01/23,3-NORMAL,WIRE_TRANSFER,4,19824.67
11074,75,4,2025-05-31,3-NORMAL,CREDIT_CARD,6,29479.85
11075,76,5,2025-06-17,4-LOW,WIRE_TRANSFER,7,24720.69
11076,77,1,2025-01-24,2-HIGH,CREDIT_CARD,6,21401.75
11077,78,2,2025-05-05,1-URGENT,CREDIT_CARD,4,15243.5
11078,79,3,2025-04-02,3-NORMAL,CORPORATE_INVOICE,5,27740.3
11079,80,4,2025-04-06,4-LOW,CREDIT_CARD,5,19209.43
11080,81,5,2025-01-11,2-HIGH,CORPORATE_INVOICE,7,23942.59
11081,82,1,2025-05-12,4-LOW,WIRE_TRANSFER,3,15377.85
11082,83,2,2025-03-18,1-URGENT,CREDIT_CARD,5,18150.27
11083,84,3,2025-01-01,3-NORMAL,CORPORATE_INVOICE,3,21232.54
11084,85,4,2025-03-08,3-NORMAL,CORPORATE_INVOICE,3,10820.3
11085,86,5,2025-04-22,3-NORMAL,CREDIT_CARD,3,6572.27
11086,87,1,2025-06-21,2-HIGH,CREDIT_CARD,5,16523.27
11087,88,2,2025-06-26,4-LOW,CORPORATE_INVOICE,5,20009.69
11088,89,3,2025-03-02,2-HIGH,CORPORATE_INVOICE,3,6298.59
11089,90,4,2025-03-21,1-URGENT,CREDIT_CARD,5,22660.32
11090,91,5,2025-06-24,3-NORMAL,CREDIT_CARD,4,22308.95
11091,92,1,2025/04/27,2-HIGH,CORPORATE_INVOICE,5,21915.26
11092,93,2,2025-02-08,1-URGENT,CREDIT_CARD,7,20636.73
11093,94,3,2025-02-17,1-URGENT,WIRE_TRANSFER,7,21341.24
11094,95,4,2025-01-23,2-HIGH,WIRE_TRANSFER,5,19027.44
11095,96,5,2025-03-17,1-URGENT,WIRE_TRANSFER,5,25931.81
11096,97,1,2025-06-23,1-URGENT,WIRE_TRANSFER,7,20817.47
11097,98,2,2025-06-03,1-URGENT,WIRE_TRANSFER,6,29727.27
11098,99,3,2025-04-22,2-HIGH,CREDIT_CARD,3,17135.5
11099,100,4,2025-04-27,1-URGENT,CORPORATE_INVOICE,6,32784.42
11100,101,5,2025/04/12,4-LOW,WIRE_TRANSFER,4,15937.57
11101,102,1,2025-03-08,2-HIGH,CREDIT_CARD,5,32710.4
11102,103,2,2025-04-19,3-NORMAL,CORPORATE_INVOICE,4,10292.7
11103,104,3,2025-02-04,4-LOW,WIRE_TRANSFER,6,38077.62
11104,105,4,2025-01-07,4-LOW,CORPORATE_INVOICE,7,20157.09
11105,106,5,2025-05-17,3-NORMAL,WIRE_TRANSFER,5,15378.93
11106,107,1,2025-01-05,2-HIGH,CORPORATE_INVOICE,6,37082.34
11107,108,2,2025-03-28,2-HIGH,WIRE_TRANSFER,5,15638.38
11108,109,3,2025-06-10,2-HIGH,CORPORATE_INVOICE,7,41778.29
11109,110,4,2025-03-08,2-HIGH,WIRE_TRANSFER,6,16961.83
11110,111,5,2025-05-17,3-NORMAL,CORPORATE_INVOICE,7,40147.33
11111,112,1,2025-02-12,3-NORMAL,CREDIT_CARD,5,28127.59
11112,113,2,2025-03-16,3-NORMAL,WIRE_TRANSFER,5,15127.05
11113,114,3,2025-05-02,1-URGENT,CORPORATE_INVOICE,3,16908.31
11114,115,4,2025-01-06,4-LOW,CREDIT_CARD,7,19056.81
11115,116,5,2025-03-16,2-HIGH,CREDIT_CARD,4,14124.91
11116,117,1,2025-01-29,4-LOW,CORPORATE_INVOICE,5,16322.37
11117,118,2,2025-02-07,3-NORMAL,WIRE_TRANSFER,5,9889.42
11118,119,3,2025-06-18,2-HIGH,CORPORATE_INVOICE,3,7665.43
11119,120,4,2025-02-12,4-LOW,CREDIT_CARD,3,7049.12
11120,121,5,2025/02/02,2-HIGH,CORPORATE_INVOICE,6,36629.68
11121,122,1,2025-03-28,4-LOW,CORPORATE_INVOICE,7,26578.36
11122,123,2,2025-05-26,4-LOW,CORPORATE_INVOICE,3,13722.84
11123,124,3,2025-03-23,3-NORMAL,CORPORATE_INVOICE,5,11589.67
11124,125,4,2025-02-09,4-LOW,WIRE_TRANSFER,6,22184.08
11125,126,5,2025-01-01,3-NORMAL,WIRE_TRANSFER,4,18912.59
11126,127,1,2025-05-20,3-NORMAL,CREDIT_CARD,6,30532.2
11127,128,2,2025-01-05,3-NORMAL,WIRE_TRANSFER,3,6494.87
11128,129,3,2025-06-13,4-LOW,CREDIT_CARD,7,16830.45
11129,130,4,2025/06/02,4-LOW,WIRE_TRANSFER,4,6805.36
11130,131,5,2025-05-31,3-NORMAL,CREDIT_CARD,6,19939.81
11131,132,1,2025-04-07,4-LOW,WIRE_TRANSFER,5,10094.56
11132,133,2,2025/06/25,4-LOW,CORPORATE_INVOICE,4,17407.26
11133,134,3,2025-06-07,2-HIGH,CREDIT_CARD,4,20600.51
11134,135,4,2025-03-01,1-URGENT,CORPORATE_INVOICE,6,32574.91
11135,136,5,2025-06-15,1-URGENT,CREDIT_CARD,4,8880.14
11136,137,1,2025-01-02,1-URGENT,WIRE_TRANSFER,5,8665.48
11137,138,2,2025-01-26,2-HIGH,CORPORATE_INVOICE,3,8522.3
11138,139,3,2025/02/21,2-HIGH,CORPORATE_INVOICE,6,43350.59
11139,140,4,2025-02-06,3-NORMAL,WIRE_TRANSFER,6,36614.98
11140,141,5,2025/06/02,4-LOW,WIRE_TRANSFER,6,18273.77
11141,142,1,2025-01-05,2-HIGH,CREDIT_CARD,6,32489.81
11142,143,2,2025-05-26,3-NORMAL,WIRE_TRANSFER,6,11992.96
11143,144,3,2025-02-02,4-LOW,CREDIT_CARD,3,10822.45
11144,145,4,2025-03-31,1-URGENT,CREDIT_CARD,3,7347.25
11145,146,5,2025-05-12,3-NORMAL,CREDIT_CARD,4,11233.31
11146,147,1,2025-05-27,2-HIGH,WIRE_TRANSFER,3,6564.37
11147,148,2,2025-03-11,4-LOW,CORPORATE_INVOICE,5,25963.9
11148,149,3,2025-01-18,3-NORMAL,CREDIT_CARD,3,10872.77
11149,150,4,2025-03-09,4-LOW,WIRE_TRANSFER,5,15232.9
11150,151,5,2025-01-17,4-LOW,WIRE_TRANSFER,7,40818.93
11151,152,1,2025-04-11,2-HIGH,CREDIT_CARD,5,14443.64
11152,153,2,2025-01-21,2-HIGH,CREDIT_CARD,6,22244.12
11153,154,3,2025-01-15,2-HIGH,CORPORATE_INVOICE,4,12710.92
11154,155,4,2025-06-13,1-URGENT,CORPORATE_INVOICE,7,17523.28
11155,156,5,2025-03-13,2-HIGH,CORPORATE_INVOICE,3,7109.89
11156,157,1,2025-02-22,3-NORMAL,CREDIT_CARD,3,20651.68
11157,158,2,2025-01-11,1-URGENT,CREDIT_CARD,5,6404.02
11158,159,3,2025-01-06,4-LOW,CREDIT_CARD,6,19539.15
11159,160,4,2025-02-28,1-URGENT,WIRE_TRANSFER,7,24941.54
11160,161,5,2025-05-12,3-NORMAL,WIRE_TRANSFER,3,18822.1
11161,162,1,2025-02-02,1-URGENT,CREDIT_CARD,4,14153.08
11162,163,2,2025-01-25,4-LOW,WIRE_TRANSFER,6,27972.16
11163,164,3,2025-02-04,4-LOW,CORPORATE_INVOICE,5,15659.21
11164,165,4,2025-04-25,4-LOW,CORPORATE_INVOICE,5,32063.18
11165,166,5,2025-06-12,2-HIGH,WIRE_TRANSFER,5,24936.75
11166,167,1,2025-01-12,3-NORMAL,CREDIT_CARD,3,17808.0
11167,168,2,2025-05-16,2-HIGH,CORPORATE_INVOICE,7,15967.52
11168,169,3,2025-05-10,1-URGENT,WIRE_TRANSFER,5,24845.48
11169,170,4,2025/04/18,4-LOW,WIRE_TRANSFER,7,36967.32
11170,171,5,2025-06-11,1-URGENT,CREDIT_CARD,5,31432.57
11171,172,1,2025-03-22,1-URGENT,WIRE_TRANSFER,3,12028.74
11172,173,2,2025-01-18,4-LOW,WIRE_TRANSFER,4,14087.1
11173,174,3,2025-04-05,2-HIGH,CREDIT_CARD,6,15527.57
11174,175,4,2025/02/13,3-NORMAL,CREDIT_CARD,3,24712.91
11175,176,5,2025-03-05,4-LOW,CREDIT_CARD,3,2644.32
11176,177,1,2025-01-12,3-NORMAL,CORPORATE_INVOICE,3,23479.31
11177,178,2,2025-05-12,4-LOW,WIRE_TRANSFER,3,14217.14
11178,179,3,2025-04-03,3-NORMAL,WIRE_TRANSFER,3,16226.81
11179,180,4,2025-02-10,4-LOW,CREDIT_CARD,5,20598.78
11180,181,5,2025-01-22,1-URGENT,CREDIT_CARD,6,42623.02
11181,182,1,2025/06/06,4-LOW,WIRE_TRANSFER,5,25894.32
11182,183,2,2025-01-30,4-LOW,CORPORATE_INVOICE,4,14261.37
11183,184,3,2025-01-26,3-NORMAL,CREDIT_CARD,7,38771.74
11184,185,4,2025-05-10,4-LOW,WIRE_TRANSFER,7,12033.4
11185,186,5,2025-02-22,1-URGENT,WIRE_TRANSFER,7,23444.41
11186,187,1,2025-03-17,3-NORMAL,CREDIT_CARD,4,9754.4
11187,188,2,2025-02-21,2-HIGH,WIRE_TRANSFER,3,11915.85
11188,189,3,2025-06-14,1-URGENT,CREDIT_CARD,6,20018.31
11189,190,4,2025-01-22,3-NORMAL,CREDIT_CARD,4,10776.24
11190,191,5,2025-06-26,1-URGENT,CREDIT_CARD,4,10289.49
11191,192,1,2025-01-04,2-HIGH,WIRE_TRANSFER,3,14983.28
11192,193,2,2025-02-23,1-URGENT,CORPORATE_INVOICE,6,19156.01
11193,194,3,2025-05-26,2-HIGH,WIRE_TRANSFER,4,21042.52
11194,195,4,2025-05-30,2-HIGH,CORPORATE_INVOICE,3,12540.6
11195,196,5,2025/01/25,2-HIGH,CREDIT_CARD,5,28359.77
11196,197,1,2025-05-02,3-NORMAL,WIRE_TRANSFER,4,16033.25
11197,198,2,2025-03-21,2-HIGH,WIRE_TRANSFER,4,6308.42
11198,199,3,2025-06-18,2-HIGH,CORPORATE_INVOICE,4,16281.13
11199,200,4,2025-01-22,3-NORMAL,WIRE_TRANSFER,3,14378.32
11200,201,5,2025-05-17,1-URGENT,CORPORATE_INVOICE,7,54583.11
11201,202,1,2025-03-14,2-HIGH,WIRE_TRANSFER,3,12802.48
11202,203,2,2025-05-24,4-LOW,CORPORATE_INVOICE,4,14940.29
11203,204,3,2025-05-20,2-HIGH,WIRE_TRANSFER,3,23112.96
11204,205,4,2025-01-19,3-NORMAL,CORPORATE_INVOICE,3,27944.34
11205,206,5,2025-03-20,3-NORMAL,WIRE_TRANSFER,3,11623.59
11206,207,1,2025-01-26,1-URGENT,CREDIT_CARD,4,24236.84
11207,208,2,2025-03-31,3-NORMAL,CREDIT_CARD,7,28543.04
11208,209,3,2025-04-25,2-HIGH,CORPORATE_INVOICE,6,15522.38
11209,210,4,2025-01-26,3-NORMAL,CREDIT_CARD,7,31973.72
11210,211,5,2025-05-03,2-HIGH,CORPORATE_INVOICE,3,9754.0
11211,212,1,2025-02-09,3-NORMAL,CREDIT_CARD,5,15974.97
11212,213,2,2025-03-16,3-NORMAL,WIRE_TRANSFER,5,34439.15
11213,214,3,2025-03-19,3-NORMAL,CREDIT_CARD,5,23671.05
11214,215,4,2025/04/12,3-NORMAL,CREDIT_CARD,7,42686.75
11215,216,5,2025-01-05,3-NORMAL,WIRE_TRANSFER,5,21524.51
11216,217,1,2025-04-04,1-URGENT,CORPORATE_INVOICE,5,21337.3
11217,218,2,2025-06-11,1-URGENT,CORPORATE_INVOICE,5,15799.47
11218,219,3,2025-06-19,2-HIGH,WIRE_TRANSFER,7,20943.31
11219,220,4,2025-06-28,1-URGENT,CREDIT_CARD,6,20873.64
11220,221,5,2025-03-02,2-HIGH,CREDIT_CARD,3,4324.33
11221,222,1,2025-04-26,1-URGENT,WIRE_TRANSFER,5,21065.5
11222,223,2,2025-06-06,3-NORMAL,WIRE_TRANSFER,7,18794.16
11223,224,3,2025-06-27,3-NORMAL,CREDIT_CARD,6,25777.33
11224,225,4,2025-01-02,2-HIGH,CREDIT_CARD,7,17326.93
11225,226,5,2025-06-18,2-HIGH,CREDIT_CARD,7,33908.92
11226,227,1,2025/01/22,4-LOW,WIRE_TRANSFER,7,22269.97
11227,228,2,2025-03-04,3-NORMAL,CORPORATE_INVOICE,6,19993.49
11228,229,3,2025-03-28,4-LOW,CORPORATE_INVOICE,5,17886.63
11229,230,4,2025/03/30,4-LOW,CORPORATE_INVOICE,7,23525.16
11230,231,5,2025-01-24,4-LOW,WIRE_TRANSFER,6,22463.92
11231,232,1,2025-01-23,1-URGENT,CORPORATE_INVOICE,7,33640.14
11232,233,2,2025-05-21,4-LOW,WIRE_TRANSFER,5,22876.12
11233,234,3,2025-01-02,2-HIGH,CREDIT_CARD,3,21712.08
11234,235,4,2025-04-09,3-NORMAL,WIRE_TRANSFER,4,34098.51
11235,236,5,2025-04-01,3-NORMAL,WIRE_TRANSFER,3,5765.83
11236,237,1,2025-02-16,1-URGENT,CORPORATE_INVOICE,7,32116.12
11237,238,2,2025-05-20,1-URGENT,WIRE_TRANSFER,3,2471.44
11238,239,3,2025-02-20,4-LOW,WIRE_TRANSFER,3,10444.76
11239,240,4,2025-03-06,1-URGENT,WIRE_TRANSFER,7,40077.41
11240,241,5,2025-05-01,2-HIGH,WIRE_TRANSFER,6,16009.14
11241,242,1,2025-04-24,2-HIGH,WIRE_TRANSFER,6,18625.99
11242,243,2,2025-01-28,1-URGENT,CREDIT_CARD,3,24796.24
11243,244,3,2025/01/24,3-NORMAL,CORPORATE_INVOICE,6,27891.86
11244,245,4,2025-06-23,4-LOW,CORPORATE_INVOICE,4,27852.69
11245,246,5,2025/04/28,2-HIGH,CREDIT_CARD,7,22373.45
11246,247,1,2025-05-23,2-HIGH,CREDIT_CARD,6,11808.69
11247,248,2,2025/06/07,2-HIGH,CORPORATE_INVOICE,5,32682.69
11248,249,3,2025/02/23,1-URGENT,CORPORATE_INVOICE,5,30558.8
11249,250,4,2025-05-20,1-URGENT,CREDIT_CARD,4,20476.32
11250,251,5,2025-05-08,4-LOW,CREDIT_CARD,4,15801.49
11251,252,1,2025-05-22,4-LOW,CORPORATE_INVOICE,3,12313.26
11252,253,2,2025-01-31,3-NORMAL,CORPORATE_INVOICE,3,10074.69
11253,254,3,2025-01-03,1-URGENT,WIRE_TRANSFER,4,16883.3
11254,255,4,2025-03-14,3-NORMAL,CREDIT_CARD,6,25290.94
11255,256,5,2025-06-27,1-URGENT,CREDIT_CARD,3,3615.79
11256,257,1,2025-04-07,1-URGENT,CREDIT_CARD,6,16419.72
11257,258,2,2025-03-11,3-NORMAL,CORPORATE_INVOICE,3,9303.73
11258,259,3,2025-03-05,4-LOW,WIRE_TRANSFER,5,40080.59
11259,260,4,2025-06-11,4-LOW,CORPORATE_INVOICE,3,14576.84
11260,261,5,2025-03-13,4-LOW,CORPORATE_INVOICE,5,27901.97
11261,262,1,2025/01/10,4-LOW,CORPORATE_INVOICE,3,4684.68
11262,263,2,2025-01-19,1-URGENT,WIRE_TRANSFER,7,30198.33
11263,264,3,2025-03-09,4-LOW,WIRE_TRANSFER,3,12751.04
11264,265,4,2025-04-28,4-LOW,CORPORATE_INVOICE,7,22397.36
11265,266,5,2025-04-09,2-HIGH,CORPORATE_INVOICE,7,25157.01
11266,267,1,2025-03-30,4-LOW,CORPORATE_INVOICE,4,7271.7
11267,268,2,2025-03-12,1-URGENT,WIRE_TRANSFER,3,20660.32
11268,269,3,2025/03/15,4-LOW,CREDIT_CARD,4,23972.08
11269,270,4,2025-02-03,3-NORMAL,CORPORATE_INVOICE,7,39449.5
11270,271,5,2025-06-05,2-HIGH,WIRE_TRANSFER,7,37143.49
11271,272,1,2025-06-15,3-NORMAL,CREDIT_CARD,5,14772.15
11272,273,2,2025-03-22,1-URGENT,CORPORATE_INVOICE,3,16331.05
11273,274,3,2025-03-28,3-NORMAL,WIRE_TRANSFER,6,43432.1
11274,275,4,2025-01-03,1-URGENT,WIRE_TRANSFER,4,16595.23
11275,276,5,2025-03-24,3-NORMAL,WIRE_TRANSFER,5,17707.77
11276,277,1,2025-04-24,2-HIGH,CREDIT_CARD,7,40628.65
11277,278,2,2025-04-26,3-NORMAL,WIRE_TRANSFER,6,19739.48
11278,279,3,2025-01-15,1-URGENT,WIRE_TRANSFER,6,37009.32
11279,280,4,2025-06-03,3-NORMAL,CREDIT_CARD,6,23688.07
11280,281,5,2025-03-17,4-LOW,WIRE_TRANSFER,5,11492.99
11281,282,1,2025-03-18,3-NORMAL,CREDIT_CARD,3,26411.0
11282,283,2,2025/03/03,3-NORMAL,WIRE_TRANSFER,7,36088.98
11283,284,3,2025-05-25,2-HIGH,WIRE_TRANSFER,5,22999.42
11284,285,4,2025/04/28,1-URGENT,CREDIT_CARD,4,18192.65
11285,286,5,2025-01-28,1-URGENT,WIRE_TRANSFER,4,22487.71
11286,287,1,2025-02-12,3-NORMAL,CREDIT_CARD,7,21616.78
11287,288,2,2025/05/31,1-URGENT,CORPORATE_INVOICE,3,5487.12
11288,289,3,2025-02-19,1-URGENT,CREDIT_CARD,6,33791.8
11289,290,4,2025-02-19,2-HIGH,WIRE_TRANSFER,7,27778.8
11290,291,5,2025-03-16,2-HIGH,WIRE_TRANSFER,4,20299.82
11291,292,1,2025-04-24,1-URGENT,CORPORATE_INVOICE,7,31492.96
11292,293,2,2025-04-23,2-HIGH,CREDIT_CARD,3,21101.28
11293,294,3,2025-06-29,3-NORMAL,CREDIT_CARD,7,24376.15
11294,295,4,2025-04-16,3-NORMAL,CREDIT_CARD,4,16354.96
11295,296,5,2025-05-22,1-URGENT,WIRE_TRANSFER,4,27478.1
11296,297,1,2025-01-09,1-URGENT,WIRE_TRANSFER,6,37743.76
11297,298,2,2025-06-30,1-URGENT,CREDIT_CARD,4,8038.2
11298,299,3,2025-04-05,4-LOW,WIRE_TRANSFER,5,24407.6
11299,300,4,2025-02-20,1-URGENT,WIRE_TRANSFER,3,7670.34
11300,301,5,2025-01-14,4-LOW,CREDIT_CARD,7,18795.39
11301,302,1,2025-05-13,4-LOW,CORPORATE_INVOICE,3,25118.21
11302,303,2,2025-06-22,3-NORMAL,CREDIT_CARD,7,32149.2
11303,304,3,2025-02-13,2-HIGH,CORPORATE_INVOICE,6,41435.68
11304,305,4,2025-01-12,4-LOW,CREDIT_CARD,4,13758.81
11305,306,5,2025-01-21,1-URGENT,CREDIT_CARD,4,20314.56
11306,307,1,2025/06/06,1-URGENT,CREDIT_CARD,7,31831.24
11307,308,2,2025-03-31,4-LOW,WIRE_TRANSFER,3,16956.08
11308,309,3,2025-06-23,1-URGENT,CREDIT_CARD,7,29607.67
11309,310,4,2025-05-04,2-HIGH,WIRE_TRANSFER,5,14804.76
11310,311,5,2025-04-11,3-NORMAL,CREDIT_CARD,3,5508.76
11311,312,1,2025-04-28,1-URGENT,WIRE_TRANSFER,6,34438.68
11312,313,2,2025/06/18,1-URGENT,CORPORATE_INVOICE,5,18450.57
11313,314,3,2025-06-30,2-HIGH,WIRE_TRANSFER,3,17036.2
11314,315,4,2025-04-06,2-HIGH,WIRE_TRANSFER,5,33890.37
11315,316,5,2025-04-27,3-NORMAL,CREDIT_CARD,6,22813.69
11316,317,1,2025-03-15,1-URGENT,CORPORATE_INVOICE,6,24703.76
11317,318,2,2025-03-26,4-LOW,CORPORATE_INVOICE,7,39429.11
11318,319,3,2025-06-21,3-NORMAL,WIRE_TRANSFER,3,11247.35
11319,320,4,2025-05-14,1-URGENT,CORPORATE_INVOICE,7,25952.34
11320,321,5,2025-02-18,2-HIGH,CREDIT_CARD,5,19333.52
11321,322,1,2025-05-26,4-LOW,WIRE_TRANSFER,7,18609.28
11322,323,2,2025-05-21,3-NORMAL,CREDIT_CARD,3,4309.85
11323,324,3,2025-01-30,1-URGENT,CORPORATE_INVOICE,4,13754.37
11324,325,4,2025-06-16,1-URGENT,CREDIT_CARD,7,38345.51
11325,326,5,2025-05-02,3-NORMAL,CORPORATE_INVOICE,6,21920.65
11326,327,1,2025-01-09,2-HIGH,WIRE_TRANSFER,4,7224.68
11327,328,2,2025-06-27,2-HIGH,CORPORATE_INVOICE,6,21854.43
11328,329,3,2025-03-17,2-HIGH,CORPORATE_INVOICE,4,13622.58
11329,330,4,2025-01-03,4-LOW,CORPORATE_INVOICE,3,14926.17
11330,331,5,2025-04-06,4-LOW,CREDIT_CARD,6,23403.42
11331,332,1,2025-01-21,1-URGENT,CREDIT_CARD,5,13837.0
11332,333,2,2025-05-13,4-LOW,CREDIT_CARD,4,10787.1
11333,334,3,2025-06-21,2-HIGH,CREDIT_CARD,7,39191.87
11334,335,4,2025-02-07,4-LOW,CREDIT_CARD,3,14117.44
