lineitem_id,order_id,line_number,product_id,quantity,unit_price,discount_pct,tax_rate,ship_date,promised_date,delivery_date,return_flag,fulfillment_status
3886,10764,3,40,8,139.77,0.25,0.08,2025-01-29,2025-02-02,2025-01-31,N,DELIVERED
3887,10764,4,118,10,903.69,0.05,0.08,2025-02-02,2025-02-02,,N,CANCELLED
3888,10764,5,116,4,1001.49,0.0,0.08,2025-02-02,2025-02-02,2025-02-06,N,DELIVERED
3889,10764,6,208,7,1299.52,0.15,0.08,2025-02-03,2025-02-02,2025-02-05,N,DELIVERED
3890,10765,1,212,12,1271.93,0.15,0.08,2025-05-22,2025-05-19,2025-05-26,N,DELIVERED
3891,10765,2,58,9,274.25,0.05,0.08,2025-05-17,2025-05-19,2025-05-21,N,DELIVERED
3892,10765,3,223,8,405.62,0.15,0.08,2025-05-16,2025-05-19,2025-05-17,N,DELIVERED
3893,10765,4,82,10,941.54,0.0,0.08,2025-05-20,2025-05-19,2025-05-22,N,DELIVERED
3894,10765,5,173,8,377.5,0.2,0.08,2025-05-20,2025-05-19,2025-05-23,N,DELIVERED
3895,10765,6,83,5,603.58,0.0,0.08,2025-05-13,2025-05-19,2025-05-17,N,DELIVERED
3896,10765,7,176,4,651.43,0.25,0.08,2025-05-20,2025-05-19,2025-05-21,N,DELIVERED
3897,10766,1,11,8,647.61,0.1,0.08,2025-03-03,2025-02-28,2025-03-06,N,DELIVERED
3898,10766,2,27,11,840.5,0.05,0.08,2025-02-23,2025-02-28,2025-02-24,N,DELIVERED
3899,10766,3,213,3,1122.93,0.25,0.08,2025-02-22,2025-02-28,,N,CANCELLED
3900,10767,1,82,11,941.54,0.25,0.08,2025-01-16,2025-01-21,2025-01-18,N,DELIVERED
3901,10767,2,196,8,1103.49,0.15,0.08,2025-01-23,2025-01-21,2025-01-25,N,DELIVERED
3902,10767,3,203,10,1037.44,0.1,0.08,2025-01-17,2025-01-21,2025-01-19,N,DELIVERED
3903,10767,4,232,6,862.19,0.0,0.08,2025-01-23,2025-01-21,2025-01-27,N,DELIVERED
3904,10767,5,162,6,494.26,0.15,0.08,2025-01-16,2025-01-21,2025-01-17,N,DELIVERED
3905,10767,6,91,9,729.2,0.15,0.08,2025-01-23,2025-01-21,2025-01-25,N,DELIVERED
3906,10768,1,108,4,1350.59,0.2,0.08,2025-02-03,2025-02-04,2025-02-04,N,DELIVERED
3907,10768,2,8,4,234.07,0.05,0.08,2025-02-03,2025-02-04,2025-02-04,N,DELIVERED
3908,10768,3,45,11,642.73,0.05,0.08,2025-01-29,2025-02-04,2025-02-01,N,DELIVERED
3909,10768,4,217,2,674.96,0.05,0.08,2025-02-07,2025-02-04,2025-02-10,N,DELIVERED
3910,10769,1,77,11,992.57,0.0,0.08,2025-06-08,2025-06-06,2025-06-12,N,DELIVERED
3911,10769,2,41,8,132.61,0.0,0.08,2025-06-09,2025-06-06,2025-06-11,Y,RETURNED
3912,10769,3,211,9,1446.69,0.0,0.08,2025-06-03,2025-06-06,2025-06-04,N,DELIVERED
3913,10769,4,87,6,866.36,0.05,0.08,2025-06-04,2025-06-06,2025-06-05,N,DELIVERED
3914,10769,5,38,2,535.76,0.15,0.08,2025-06-06,2025-06-06,2025-06-08,N,DELIVERED
3915,10769,6,222,1,77.24,0.05,0.08,2025-06-07,2025-06-06,2025-06-11,N,DELIVERED
3916,10770,1,50,3,554.99,0.15,0.08,2025-05-08,2025-05-13,2025-05-11,N,DELIVERED
3917,10770,2,29,7,1090.04,0.1,0.08,2025-05-12,2025-05-13,2025-05-15,N,DELIVERED
3918,10770,3,174,5,1001.76,0.05,0.08,2025-05-11,2025-05-13,2025-05-14,N,DELIVERED
3919,10770,4,228,7,763.79,0.0,0.08,2025-05-10,2025-05-13,2025-05-13,N,DELIVERED
3920,10770,5,121,12,295.46,0.15,0.08,2025-05-13,2025-05-13,2025-05-15,N,DELIVERED
3921,10771,1,126,8,369.54,0.2,0.08,2025-06-02,2025-06-08,2025-06-03,N,DELIVERED
3922,10771,2,53,9,875.98,0.15,0.08,2025-06-09,2025-06-08,2025-06-11,N,DELIVERED
3923,10771,3,41,2,132.61,0.05,0.08,2025-06-11,2025-06-08,2025-06-12,N,DELIVERED
3924,10771,4,246,6,338.1,0.05,0.08,2025-06-07,2025-06-08,2025-06-09,N,DELIVERED
3925,10771,5,187,2,699.57,0.1,0.08,2025-06-10,2025-06-08,2025-06-14,N,DELIVERED
3926,10771,6,200,5,794.6,0.15,0.08,2025-06-05,2025-06-08,2025-06-07,N,DELIVERED
3927,10772,1,162,7,494.26,0.1,0.08,2025-01-14,2025-01-20,2025-01-15,Y,RETURNED
3928,10772,2,242,9,273.83,0.2,0.08,2025-01-21,2025-01-20,2025-01-25,N,DELIVERED
3929,10772,3,45,7,642.73,0.15,0.08,2025-01-15,2025-01-20,2025-01-17,N,DELIVERED
3930,10772,4,3,1,314.34,0.15,0.08,2025-01-23,2025-01-20,2025-01-26,N,DELIVERED
3931,10772,5,140,11,673.84,0.25,0.08,2025-01-17,2025-01-20,2025-01-20,N,DELIVERED
3932,10772,6,141,3,129.12,0.05,0.08,2025-01-20,2025-01-20,2025-01-22,N,DELIVERED
3933,10773,1,150,11,256.57,0.25,0.08,2025-05-14,2025-05-14,2025-05-17,N,DELIVERED
3934,10773,2,38,3,535.76,0.05,0.08,2025-05-17,2025-05-14,2025-05-18,N,DELIVERED
3935,10773,3,118,6,903.69,0.2,0.08,2025-05-16,2025-05-14,2025-05-18,N,DELIVERED
3936,10773,4,65,8,614.66,0.0,0.08,2025-05-09,2025-05-14,2025-05-12,N,DELIVERED
3937,10773,5,168,10,1298.96,0.1,0.08,2025-05-14,2025-05-14,2025-05-16,N,DELIVERED
3938,10773,6,78,10,863.05,0.1,0.08,2025-05-17,2025-05-14,2025-05-18,N,DELIVERED
3939,10773,7,151,1,1091.7,0.25,0.08,2025-05-16,2025-05-14,2025-05-18,N,DELIVERED
3940,10774,1,79,8,717.39,0.1,0.08,2025-06-08,2025-06-05,2025-06-09,N,DELIVERED
3941,10774,2,198,4,1005.54,0.2,0.08,2025-06-08,2025-06-05,2025-06-09,N,DELIVERED
3942,10774,3,146,9,1409.87,0.25,0.08,2025-06-08,2025-06-05,2025-06-10,N,DELIVERED
3943,10774,4,97,5,1051.92,0.0,0.08,2025-06-01,2025-06-05,2025-06-02,N,DELIVERED
3944,10775,1,247,5,993.39,0.0,0.08,2025-06-30,2025-07-04,2025-07-01,N,DELIVERED
3945,10775,2,38,3,535.76,0.05,0.08,2025-07-02,2025-07-04,2025-07-05,N,DELIVERED
3946,10775,3,172,4,1355.31,0.1,0.08,2025-06-29,2025-07-04,2025-06-30,N,DELIVERED
3947,10776,1,38,6,535.76,0.25,0.08,2025-06-04,2025-06-04,2025-06-08,N,DELIVERED
3948,10776,2,40,9,139.77,0.1,0.08,2025-05-30,2025-06-04,,N,CANCELLED
3949,10776,3,166,1,296.7,0.0,0.08,2025-06-07,2025-06-04,2025-06-11,N,DELIVERED
3950,10776,4,122,7,847.98,0.15,0.08,2025-06-05,2025-06-04,2025-06-09,N,DELIVERED
3951,10777,1,32,5,760.15,0.05,0.08,2025-04-08,2025-04-13,2025-04-11,N,DELIVERED
3952,10777,2,27,5,840.5,0.1,0.08,2025-04-15,2025-04-13,2025-04-18,N,DELIVERED
3953,10777,3,202,10,333.4,0.1,0.08,2025-04-08,2025-04-13,2025-04-12,N,DELIVERED
3954,10777,4,83,6,603.58,0.25,0.08,2025-04-07,2025-04-13,2025-04-08,N,DELIVERED
3955,10777,5,240,1,776.55,0.1,0.08,2025-04-08,2025-04-13,2025-04-11,N,DELIVERED
3956,10778,1,78,5,863.05,0.25,0.08,2025-05-18,2025-05-17,2025-05-21,N,DELIVERED
3957,10778,2,150,4,256.57,0.25,0.08,2025-05-20,2025-05-17,2025-05-22,N,DELIVERED
3958,10778,3,231,8,471.07,0.05,0.08,2025-05-13,2025-05-17,2025-05-16,Y,RETURNED
3959,10778,4,142,10,622.44,0.15,0.08,2025-05-12,2025-05-17,2025-05-15,N,DELIVERED
3960,10778,5,201,2,231.52,0.2,0.08,2025-05-19,2025-05-17,2025-05-23,N,DELIVERED
3961,10779,1,196,6,1103.49,0.25,0.08,2025-02-27,2025-03-03,2025-03-03,N,DELIVERED
3962,10779,2,39,3,743.8,0.05,0.08,2025-02-28,2025-03-03,2025-03-01,N,DELIVERED
3963,10779,3,121,12,295.46,0.25,0.08,2025-03-02,2025-03-03,2025-03-06,N,DELIVERED
3964,10779,4,28,12,1106.96,0.1,0.08,2025-02-27,2025-03-03,2025-03-02,N,DELIVERED
3965,10779,5,68,12,413.76,0.25,0.08,2025-03-02,2025-03-03,2025-03-03,N,DELIVERED
3966,10780,1,88,9,975.38,0.1,0.08,2025-05-20,2025-05-23,2025-05-22,N,DELIVERED
3967,10780,2,230,3,111.72,0.1,0.08,2025-05-18,2025-05-23,2025-05-19,Y,RETURNED
3968,10780,3,226,2,114.99,0.0,0.08,2025-05-19,2025-05-23,2025-05-20,N,DELIVERED
3969,10781,1,161,7,360.09,0.0,0.08,2025-03-02,2025-03-02,2025-03-03,N,DELIVERED
3970,10781,2,63,4,1203.63,0.0,0.08,2025-02-26,2025-03-02,2025-02-28,N,DELIVERED
3971,10781,3,206,2,149.64,0.05,0.08,2025-02-26,2025-03-02,2025-02-27,N,DELIVERED
3972,10781,4,163,2,988.54,0.25,0.08,2025-03-02,2025-03-02,2025-03-06,N,DELIVERED
3973,10781,5,188,10,227.52,0.25,0.08,2025-02-25,2025-03-02,2025-02-28,N,DELIVERED
3974,10781,6,69,1,193.61,0.25,0.08,2025-03-03,2025-03-02,2025-03-05,N,DELIVERED
3975,10782,1,97,7,1051.92,0.0,0.08,2025-03-05,2025-03-06,2025-03-06,N,DELIVERED
3976,10782,2,98,8,282.64,0.15,0.08,2025-02-28,2025-03-06,2025-03-02,N,DELIVERED
3977,10782,3,87,1,866.36,0.05,0.08,2025-03-05,2025-03-06,2025-03-06,N,DELIVERED
3978,10782,4,72,3,808.22,0.1,0.08,2025-03-01,2025-03-06,2025-03-02,N,DELIVERED
3979,10782,5,110,1,686.76,0.1,0.08,2025-03-03,2025-03-06,2025-03-04,N,DELIVERED
3980,10783,1,112,1,438.88,0.0,0.08,2025-03-13,2025-03-10,2025-03-16,N,DELIVERED
3981,10783,2,68,1,413.76,0.25,0.08,2025-03-08,2025-03-10,2025-03-09,N,DELIVERED
3982,10783,3,69,5,193.61,0.1,0.08,2025-03-06,2025-03-10,2025-03-10,N,DELIVERED
3983,10784,1,131,2,1192.15,0.1,0.08,2025-04-12,2025-04-10,2025-04-14,N,DELIVERED
3984,10784,2,65,11,614.66,0.1,0.08,2025-04-12,2025-04-10,2025-04-15,N,DELIVERED
3985,10784,3,30,2,1002.13,0.15,0.08,2025-04-11,2025-04-10,2025-04-15,N,DELIVERED
3986,10784,4,42,9,1019.5,0.0,0.08,2025-04-07,2025-04-10,2025-04-08,N,DELIVERED
3987,10784,5,166,3,296.7,0.0,0.08,2025-04-11,2025-04-10,2025-04-13,N,DELIVERED
3988,10784,6,118,9,903.69,0.25,0.08,2025-04-07,2025-04-10,2025-04-09,N,DELIVERED
3989,10784,7,128,4,264.92,0.1,0.08,2025-04-04,2025-04-10,2025-04-08,N,DELIVERED
3990,10785,1,18,3,286.13,0.15,0.08,2025-06-13,2025-06-14,2025-06-14,N,DELIVERED
3991,10785,2,204,2,1161.23,0.15,0.08,2025-06-13,2025-06-14,2025-06-15,N,DELIVERED
3992,10785,3,103,12,502.83,0.15,0.08,2025-06-12,2025-06-14,2025-06-14,N,DELIVERED
3993,10785,4,169,8,796.49,0.25,0.08,2025-06-14,2025-06-14,,N,CANCELLED
3994,10785,5,71,9,430.08,0.1,0.08,2025-06-13,2025-06-14,2025-06-16,N,DELIVERED
3995,10785,6,208,7,1299.52,0.25,0.08,2025-06-16,2025-06-14,2025-06-19,N,DELIVERED
3996,10786,1,34,11,761.53,0.25,0.08,2025-04-08,2025-04-12,2025-04-10,N,DELIVERED
3997,10786,2,246,6,338.1,0.2,0.08,2025-04-06,2025-04-12,2025-04-08,N,DELIVERED
3998,10786,3,62,5,1305.1,0.0,0.08,2025-04-08,2025-04-12,2025-04-09,N,DELIVERED
3999,10786,4,104,9,616.21,0.25,0.08,2025-04-14,2025-04-12,2025-04-18,N,DELIVERED
4000,10786,5,205,9,148.81,0.15,0.08,2025-04-06,2025-04-12,2025-04-07,N,DELIVERED
4001,10787,1,111,12,882.83,0.1,0.08,2025-04-24,2025-04-22,2025-04-27,N,DELIVERED
4002,10787,2,87,5,866.36,0.2,0.08,2025-04-20,2025-04-22,2025-04-22,N,DELIVERED
4003,10787,3,225,3,603.28,0.1,0.08,2025-04-20,2025-04-22,2025-04-23,N,DELIVERED
4004,10787,4,14,9,760.86,0.1,0.08,2025-04-19,2025-04-22,2025-04-21,N,DELIVERED
4005,10787,5,182,8,85.89,0.2,0.08,2025-04-16,2025-04-22,2025-04-18,N,DELIVERED
4006,10787,6,186,8,836.73,0.05,0.08,2025-04-25,2025-04-22,2025-04-26,N,DELIVERED
4007,10788,1,58,2,274.25,0.1,0.08,2025-04-30,2025-05-06,2025-05-02,N,DELIVERED
4008,10788,2,193,4,296.39,0.1,0.08,2025-05-07,2025-05-06,2025-05-08,N,DELIVERED
4009,10788,3,106,7,883.65,0.25,0.08,2025-05-04,2025-05-06,2025-05-07,N,DELIVERED
4010,10788,4,207,11,884.15,0.25,0.08,2025-05-06,2025-05-06,2025-05-10,N,DELIVERED
4011,10788,5,129,8,1317.62,0.2,0.08,2025-05-03,2025-05-06,2025-05-04,N,DELIVERED
4012,10788,6,147,12,1147.88,0.05,0.08,2025-05-08,2025-05-06,2025-05-09,N,DELIVERED
4013,10789,1,30,2,1002.13,0.2,0.08,2025-04-05,2025-04-06,2025-04-09,N,DELIVERED
4014,10789,2,89,10,1088.4,0.05,0.08,2025-04-03,2025-04-06,2025-04-07,N,DELIVERED
4015,10789,3,17,12,612.26,0.0,0.08,2025-04-02,2025-04-06,2025-04-04,N,DELIVERED
4016,10789,4,138,2,160.72,0.25,0.08,2025-04-03,2025-04-06,2025-04-06,N,DELIVERED
4017,10790,1,26,2,520.82,0.1,0.08,2025-06-04,2025-06-06,,N,CANCELLED
4018,10790,2,242,2,273.83,0.05,0.08,2025-06-04,2025-06-06,2025-06-05,N,DELIVERED
4019,10790,3,111,7,882.83,0.0,0.08,2025-06-08,2025-06-06,2025-06-11,N,DELIVERED
4020,10790,4,229,8,641.0,0.05,0.08,2025-06-07,2025-06-06,2025-06-11,N,DELIVERED
4021,10790,5,48,3,283.77,0.05,0.08,2025-06-09,2025-06-06,2025-06-12,N,DELIVERED
4022,10791,1,36,2,1104.53,0.25,0.08,2025-04-18,2025-04-19,2025-04-22,N,DELIVERED
4023,10791,2,150,9,256.57,0.25,0.08,2025-04-20,2025-04-19,2025-04-21,N,DELIVERED
4024,10791,3,59,8,916.49,0.0,0.08,2025-04-16,2025-04-19,2025-04-19,N,DELIVERED
4025,10791,4,127,10,160.43,0.05,0.08,2025-04-19,2025-04-19,2025-04-21,N,DELIVERED
4026,10791,5,146,1,1409.87,0.05,0.08,2025-04-17,2025-04-19,2025-04-20,N,DELIVERED
4027,10792,1,183,12,335.45,0.1,0.08,2025-05-06,2025-05-03,2025-05-09,Y,RETURNED
4028,10792,2,236,1,739.59,0.0,0.08,2025-04-27,2025-05-03,2025-04-30,N,DELIVERED
4029,10792,3,91,9,729.2,0.15,0.08,2025-05-05,2025-05-03,2025-05-06,N,DELIVERED
4030,10793,1,8,9,234.07,0.1,0.08,2025-06-12,2025-06-10,2025-06-13,N,DELIVERED
4031,10793,2,217,10,674.96,0.0,0.08,2025-06-13,2025-06-10,2025-06-14,N,DELIVERED
4032,10793,3,84,9,302.04,0.1,0.08,2025-06-07,2025-06-10,2025-06-11,N,DELIVERED
4033,10793,4,142,7,622.44,0.05,0.08,2025-06-11,2025-06-10,2025-06-13,N,DELIVERED
4034,10793,5,96,9,1291.47,0.15,0.08,2025-06-09,2025-06-10,2025-06-10,N,DELIVERED
4035,10793,6,149,9,379.55,0.2,0.08,2025-06-10,2025-06-10,2025-06-11,N,DELIVERED
4036,10793,7,248,9,1019.52,0.05,0.08,2025-06-12,2025-06-10,2025-06-14,N,DELIVERED
4037,10794,1,241,2,735.75,0.0,0.08,2025-04-22,2025-04-27,2025-04-25,N,DELIVERED
4038,10794,2,207,6,884.15,0.05,0.08,2025-04-28,2025-04-27,2025-05-01,N,DELIVERED
4039,10794,3,175,9,790.19,0.2,0.08,2025-04-29,2025-04-27,2025-05-02,N,DELIVERED
4040,10794,4,80,2,1340.43,0.25,0.08,2025-04-28,2025-04-27,2025-05-01,N,DELIVERED
4041,10794,5,149,5,379.55,0.05,0.08,2025-04-21,2025-04-27,2025-04-22,N,DELIVERED
4042,10795,1,150,6,256.57,0.25,0.08,2025-05-18,2025-05-18,2025-05-21,N,DELIVERED
4043,10795,2,216,8,615.06,0.05,0.08,2025-05-14,2025-05-18,2025-05-18,N,DELIVERED
4044,10795,3,81,10,744.07,0.15,0.08,2025-05-13,2025-05-18,2025-05-17,N,DELIVERED
4045,10795,4,24,1,432.45,0.05,0.08,2025-05-20,2025-05-18,2025-05-23,Y,RETURNED
4046,10795,5,90,8,1079.93,0.25,0.08,2025-05-13,2025-05-18,2025-05-16,N,DELIVERED
4047,10795,6,126,4,369.54,0.1,0.08,2025-05-15,2025-05-18,2025-05-18,N,DELIVERED
4048,10795,7,96,12,1291.47,0.0,0.08,2025-05-21,2025-05-18,2025-05-25,N,DELIVERED
4049,10796,1,127,3,160.43,0.0,0.08,2025-02-28,2025-02-27,2025-03-04,N,DELIVERED
4050,10796,2,75,8,787.54,0.1,0.08,2025-02-22,2025-02-27,2025-02-25,N,DELIVERED
4051,10796,3,96,3,1291.47,0.25,0.08,2025-02-24,2025-02-27,2025-02-27,N,DELIVERED
4052,10796,4,187,11,699.57,0.1,0.08,2025-03-02,2025-02-27,2025-03-06,N,DELIVERED
4053,10796,5,75,7,787.54,0.25,0.08,2025-02-26,2025-02-27,2025-03-01,N,DELIVERED
4054,10796,6,86,10,980.76,0.1,0.08,2025-02-27,2025-02-27,2025-02-28,N,DELIVERED
4055,10796,7,94,11,956.66,0.25,0.08,2025-02-22,2025-02-27,2025-02-23,N,DELIVERED
4056,10797,1,126,7,369.54,0.15,0.08,2025-01-02,2025-01-08,2025-01-03,N,DELIVERED
4057,10797,2,3,5,314.34,0.25,0.08,2025-01-02,2025-01-08,2025-01-05,N,DELIVERED
4058,10797,3,35,2,740.31,0.05,0.08,2025-01-04,2025-01-08,2025-01-07,N,DELIVERED
4059,10797,4,250,6,696.59,0.1,0.08,2025-01-02,2025-01-08,2025-01-03,N,DELIVERED
4060,10798,1,102,8,397.78,0.15,0.08,2025-02-01,2025-02-05,2025-02-05,N,DELIVERED
4061,10798,2,65,8,614.66,0.0,0.08,2025-01-30,2025-02-05,2025-02-01,N,DELIVERED
4062,10798,3,68,6,413.76,0.25,0.08,2025-02-04,2025-02-05,2025-02-07,N,DELIVERED
4063,10798,4,67,8,1221.22,0.2,0.08,2025-01-30,2025-02-05,2025-02-01,N,DELIVERED
4064,10799,1,135,7,781.15,0.15,0.08,2025-02-17,2025-02-23,2025-02-19,N,DELIVERED
4065,10799,2,142,4,622.44,0.0,0.08,2025-02-25,2025-02-23,2025-02-28,N,DELIVERED
4066,10799,3,36,1,1104.53,0.25,0.08,2025-02-26,2025-02-23,2025-02-27,N,DELIVERED
4067,10799,4,243,9,1397.56,0.0,0.08,2025-02-19,2025-02-23,2025-02-20,N,DELIVERED
4068,10799,5,121,10,295.46,0.15,0.08,2025-02-20,2025-02-23,2025-02-22,N,DELIVERED
4069,10799,6,221,6,361.11,0.05,0.08,2025-02-26,2025-02-23,2025-02-28,N,DELIVERED
4070,10799,7,112,6,438.88,0.15,0.08,2025-02-21,2025-02-23,2025-02-24,N,DELIVERED
4071,10800,1,121,11,295.46,0.15,0.08,2025-05-25,2025-05-29,2025-05-28,N,DELIVERED
4072,10800,2,26,6,520.82,0.15,0.08,2025-05-31,2025-05-29,2025-06-03,N,DELIVERED
4073,10800,3,229,11,641.0,0.05,0.08,2025-05-25,2025-05-29,2025-05-28,N,DELIVERED
4074,10800,4,188,7,227.52,0.15,0.08,2025-05-30,2025-05-29,2025-05-31,N,DELIVERED
4075,10800,5,240,10,776.55,0.1,0.08,2025-06-01,2025-05-29,2025-06-05,N,DELIVERED
4076,10800,6,75,8,787.54,0.0,0.08,2025-05-31,2025-05-29,2025-06-02,N,DELIVERED
4077,10801,1,167,12,1220.51,0.2,0.08,2025-04-04,2025-04-04,2025-04-08,N,DELIVERED
4078,10801,2,135,2,781.15,0.25,0.08,2025-03-31,2025-04-04,2025-04-01,N,DELIVERED
4079,10801,3,142,8,622.44,0.2,0.08,2025-04-05,2025-04-04,2025-04-07,N,DELIVERED
4080,10802,1,7,3,1035.47,0.25,0.08,2025-03-18,2025-03-18,2025-03-20,Y,RETURNED
4081,10802,2,146,9,1409.87,0.2,0.08,2025-03-19,2025-03-18,2025-03-21,N,DELIVERED
4082,10802,3,77,2,992.57,0.15,0.08,2025-03-16,2025-03-18,2025-03-20,N,DELIVERED
4083,10802,4,140,8,673.84,0.25,0.08,2025-03-15,2025-03-18,2025-03-19,N,DELIVERED
4084,10803,1,193,2,296.39,0.25,0.08,2025-04-12,2025-04-10,2025-04-14,N,DELIVERED
4085,10803,2,104,8,616.21,0.2,0.08,2025-04-10,2025-04-10,2025-04-14,N,DELIVERED
4086,10803,3,91,5,729.2,0.2,0.08,2025-04-09,2025-04-10,2025-04-13,N,DELIVERED
4087,10804,1,78,5,863.05,0.0,0.08,2025-03-19,2025-03-17,2025-03-22,N,DELIVERED
4088,10804,2,1,5,876.68,0.0,0.08,2025-03-17,2025-03-17,2025-03-18,Y,RETURNED
4089,10804,3,86,5,980.76,0.0,0.08,2025-03-11,2025-03-17,2025-03-14,N,DELIVERED
4090,10804,4,207,10,884.15,0.0,0.08,2025-03-17,2025-03-17,2025-03-21,N,DELIVERED
4091,10804,5,67,9,1221.22,0.2,0.08,2025-03-11,2025-03-17,2025-03-14,N,DELIVERED
4092,10804,6,159,2,876.26,0.15,0.08,2025-03-18,2025-03-17,2025-03-21,N,DELIVERED
4093,10805,1,49,6,449.29,0.15,0.08,2025-05-26,2025-05-27,2025-05-27,N,DELIVERED
4094,10805,2,204,2,1161.23,0.1,0.08,2025-05-23,2025-05-27,2025-05-26,N,DELIVERED
4095,10805,3,162,8,494.26,0.1,0.08,2025-05-24,2025-05-27,2025-05-27,N,DELIVERED
4096,10805,4,8,12,234.07,0.25,0.08,2025-05-29,2025-05-27,2025-06-01,N,DELIVERED
4097,10806,1,194,6,606.0,0.15,0.08,2025-05-05,2025-05-10,2025-05-07,N,DELIVERED
4098,10806,2,18,12,286.13,0.05,0.08,2025-05-06,2025-05-10,2025-05-10,N,DELIVERED
4099,10806,3,30,10,1002.13,0.0,0.08,2025-05-07,2025-05-10,2025-05-09,N,DELIVERED
4100,10806,4,194,6,606.0,0.05,0.08,2025-05-11,2025-05-10,2025-05-15,N,DELIVERED
4101,10806,5,173,8,377.5,0.05,0.08,2025-05-07,2025-05-10,2025-05-10,N,DELIVERED
4102,10807,1,54,9,296.08,0.2,0.08,2025-01-11,2025-01-11,2025-01-13,N,DELIVERED
4103,10807,2,153,5,385.49,0.25,0.08,2025-01-13,2025-01-11,2025-01-14,N,DELIVERED
4104,10807,3,5,10,1183.49,0.15,0.08,2025-01-05,2025-01-11,2025-01-08,N,DELIVERED
4105,10807,4,173,4,377.5,0.05,0.08,2025-01-09,2025-01-11,2025-01-12,N,DELIVERED
4106,10807,5,34,1,761.53,0.1,0.08,2025-01-14,2025-01-11,2025-01-18,N,DELIVERED
4107,10808,1,171,2,735.45,0.0,0.08,2025-05-07,2025-05-12,2025-05-11,Y,RETURNED
4108,10808,2,148,1,101.04,0.25,0.08,2025-05-10,2025-05-12,2025-05-11,N,DELIVERED
4109,10808,3,80,11,1340.43,0.25,0.08,2025-05-08,2025-05-12,2025-05-12,N,DELIVERED
4110,10809,1,164,5,847.28,0.1,0.08,2025-05-08,2025-05-14,2025-05-11,N,DELIVERED
4111,10809,2,76,1,331.15,0.15,0.08,2025-05-09,2025-05-14,2025-05-10,N,DELIVERED
4112,10809,3,250,12,696.59,0.25,0.08,2025-05-14,2025-05-14,2025-05-18,N,DELIVERED
4113,10809,4,112,5,438.88,0.0,0.08,2025-05-10,2025-05-14,2025-05-11,N,DELIVERED
4114,10809,5,226,2,114.99,0.25,0.08,2025-05-17,2025-05-14,2025-05-18,N,DELIVERED
4115,10809,6,122,4,847.98,0.25,0.08,2025-05-09,2025-05-14,2025-05-12,N,DELIVERED
4116,10809,7,79,1,717.39,0.15,0.08,2025-05-13,2025-05-14,2025-05-14,N,DELIVERED
4117,10810,1,166,9,296.7,0.2,0.08,2025-03-18,2025-03-20,2025-03-21,N,DELIVERED
4118,10810,2,135,5,781.15,0.0,0.08,2025-03-17,2025-03-20,2025-03-18,N,DELIVERED
4119,10810,3,94,5,956.66,0.15,0.08,2025-03-16,2025-03-20,2025-03-19,N,DELIVERED
4120,10810,4,102,11,397.78,0.2,0.08,2025-03-22,2025-03-20,2025-03-26,N,DELIVERED
4121,10810,5,85,1,1309.14,0.2,0.08,2025-03-23,2025-03-20,2025-03-24,N,DELIVERED
4122,10810,6,175,10,790.19,0.0,0.08,2025-03-20,2025-03-20,2025-03-23,N,DELIVERED
4123,10810,7,95,12,310.62,0.05,0.08,2025-03-17,2025-03-20,2025-03-20,N,DELIVERED
4124,10811,1,28,9,1106.96,0.25,0.08,2025-06-18,2025-06-17,2025-06-21,N,DELIVERED
4125,10811,2,75,10,787.54,0.2,0.08,2025-06-13,2025-06-17,2025-06-15,N,DELIVERED
4126,10811,3,182,12,85.89,0.1,0.08,2025-06-17,2025-06-17,,N,CANCELLED
4127,10811,4,21,9,625.34,0.25,0.08,2025-06-14,2025-06-17,2025-06-15,N,DELIVERED
4128,10811,5,237,11,437.7,0.25,0.08,2025-06-14,2025-06-17,2025-06-16,N,DELIVERED
4129,10812,1,139,12,500.63,0.05,0.08,2025-02-06,2025-02-04,2025-02-08,N,DELIVERED
4130,10812,2,188,2,227.52,0.15,0.08,2025-02-02,2025-02-04,2025-02-05,N,DELIVERED
4131,10812,3,29,3,1090.04,0.1,0.08,2025-02-01,2025-02-04,2025-02-02,N,DELIVERED
4132,10812,4,237,6,437.7,0.15,0.08,2025-02-04,2025-02-04,2025-02-07,N,DELIVERED
4133,10812,5,106,8,883.65,0.2,0.08,2025-02-03,2025-02-04,2025-02-05,N,DELIVERED
4134,10812,6,142,11,622.44,0.0,0.08,2025-01-30,2025-02-04,2025-02-02,N,DELIVERED
4135,10812,7,230,2,111.72,0.0,0.08,2025-02-06,2025-02-04,2025-02-07,N,DELIVERED
4136,10813,1,79,8,717.39,0.25,0.08,2025-06-23,2025-06-27,2025-06-24,N,DELIVERED
4137,10813,2,200,2,794.6,0.1,0.08,2025-06-26,2025-06-27,2025-06-28,N,DELIVERED
4138,10813,3,145,6,1136.63,0.2,0.08,2025-06-30,2025-06-27,2025-07-03,N,DELIVERED
4139,10813,4,137,3,812.7,0.0,0.08,2025-06-24,2025-06-27,2025-06-25,N,DELIVERED
4140,10813,5,10,8,926.41,0.1,0.08,2025-06-29,2025-06-27,2025-07-03,N,DELIVERED
4141,10813,6,241,6,735.75,0.0,0.08,2025-06-26,2025-06-27,2025-06-29,N,DELIVERED
4142,10814,1,174,9,1001.76,0.05,0.08,2025-03-16,2025-03-16,2025-03-17,N,DELIVERED
