cust_id,cust_name,mkt_segment,nation_name
578,Customer#000578,BUILDING,GERMANY
579,Customer#000579,MACHINERY,UNITED STATES
580,Customer#000580,AUTOMOBILE,AUSTRALIA
581,Customer#000581,FURNITURE,UNITED KINGDOM
582,Customer#000582,BUILDING,CANADA
583,Customer#000583,HOUSEHOLD,BRAZIL
584,Customer#000584,FURNITURE,UNITED KINGDOM
585,Customer#000585,HOUSEHOLD,FRANCE
586,Customer#000586,FURNITURE,UNITED STATES
587,Customer#000587,FURNITURE,JAPAN
588,Customer#000588,HOUSEHOLD,UNITED STATES
589,Customer#000589,BUILDING,CANADA
590,Customer#000590,HOUSEHOLD,AUSTRALIA
591,Customer#000591,BUILDING,CANADA
592,Customer#000592,HOUSEHOLD,UNITED KINGDOM
593,Customer#000593,BUILDING,BRAZIL
594,Customer#000594,FURNITURE,GERMANY
595,Customer#000595,BUILDING,GERMANY
596,Customer#000596,MACHINERY,BRAZIL
597,Customer#000597,HOUSEHOLD,JAPAN
598,Customer#000598,HOUSEHOLD,AUSTRALIA
599,Customer#000599,BUILDING,UNITED KINGDOM
600,Customer#000600,FURNITURE,FRANCE
601,Customer#000601,HOUSEHOLD,CANADA
602,Customer#000602,AUTOMOBILE,AUSTRALIA
603,Customer#000603,MACHINERY,CANADA
604,Customer#000604,HOUSEHOLD,AUSTRALIA
605,Customer#000605,BUILDING,BRAZIL
606,Customer#000606,HOUSEHOLD,BRAZIL
607,Customer#000607,MACHINERY,BRAZIL
608,Customer#000608,AUTOMOBILE,CANADA
609,Customer#000609,BUILDING,UNITED KINGDOM
610,Customer#000610,BUILDING,UNITED KINGDOM
611,Customer#000611,HOUSEHOLD,UNITED KINGDOM
612,Customer#000612,MACHINERY,GERMANY
613,Customer#000613,FURNITURE,UNITED STATES
614,Customer#000614,FURNITURE,BRAZIL
615,Customer#000615,BUILDING,AUSTRALIA
616,Customer#000616,MACHINERY,AUSTRALIA
617,Customer#000617,BUILDING,JAPAN
618,Customer#000618,FURNITURE,JAPAN
619,Customer#000619,MACHINERY,UNITED KINGDOM
620,Customer#000620,FURNITURE,FRANCE
621,Customer#000621,AUTOMOBILE,CANADA
622,Customer#000622,AUTOMOBILE,UNITED KINGDOM
623,Customer#000623,MACHINERY,BRAZIL
624,Customer#000624,BUILDING,JAPAN
625,Customer#000625,FURNITURE,FRANCE
626,Customer#000626,HOUSEHOLD,UNITED STATES
627,Customer#000627,FURNITURE,JAPAN
628,Customer#000628,BUILDING,GERMANY
629,Customer#000629,MACHINERY,JAPAN
630,Customer#000630,MACHINERY,BRAZIL
631,Customer#000631,BUILDING,GERMANY
632,Customer#000632,AUTOMOBILE,AUSTRALIA
633,Customer#000633,BUILDING,GERMANY
634,Customer#000634,BUILDING,UNITED KINGDOM
635,Customer#000635,FURNITURE,FRANCE
636,Customer#000636,HOUSEHOLD,AUSTRALIA
637,Customer#000637,HOUSEHOLD,BRAZIL
638,Customer#000638,AUTOMOBILE,BRAZIL
639,Customer#000639,MACHINERY,BRAZIL
640,Customer#000640,FURNITURE,UNITED KINGDOM
641,Customer#000641,BUILDING,GERMANY
642,Customer#000642,AUTOMOBILE,UNITED STATES
643,Customer#000643,BUILDING,JAPAN
644,Customer#000644,HOUSEHOLD,AUSTRALIA
645,Customer#000645,HOUSEHOLD,CANADA
646,Customer#000646,HOUSEHOLD,JAPAN
647,Customer#000647,AUTOMOBILE,UNITED KINGDOM
648,Customer#000648,MACHINERY,AUSTRALIA
649,Customer#000649,BUILDING,JAPAN
650,Customer#000650,FURNITURE,CANADA
651,Customer#000651,FURNITURE,JAPAN
652,Customer#000652,BUILDING,FRANCE
653,Customer#000653,HOUSEHOLD,UNITED STATES
654,Customer#000654,BUILDING,FRANCE
655,Customer#000655,MACHINERY,FRANCE
656,Customer#000656,AUTOMOBILE,JAPAN
657,Customer#000657,MACHINERY,BRAZIL
658,Customer#000658,BUILDING,UNITED STATES
659,Customer#000659,HOUSEHOLD,AUSTRALIA
660,Customer#000660,AUTOMOBILE,GERMANY
661,Customer#000661,HOUSEHOLD,FRANCE
662,Customer#000662,FURNITURE,BRAZIL
663,Customer#000663,BUILDING,AUSTRALIA
664,Customer#000664,BUILDING,AUSTRALIA
665,Customer#000665,BUILDING,CANADA
666,Customer#000666,BUILDING,BRAZIL
667,Customer#000667,FURNITURE,AUSTRALIA
668,Customer#000668,FURNITURE,AUSTRALIA
669,Customer#000669,HOUSEHOLD,JAPAN
670,Customer#000670,BUILDING,AUSTRALIA
671,Customer#000671,BUILDING,BRAZIL
672,Customer#000672,AUTOMOBILE,CANADA
673,Customer#000673,MACHINERY,UNITED KINGDOM
674,Customer#000674,HOUSEHOLD,UNITED KINGDOM
675,Customer#000675,AUTOMOBILE,AUSTRALIA
676,Customer#000676,FURNITURE,AUSTRALIA
677,Customer#000677,FURNITURE,UNITED KINGDOM
678,Customer#000678,HOUSEHOLD,JAPAN
679,Customer#000679,MACHINERY,FRANCE
680,Customer#000680,MACHINERY,GERMANY
681,Customer#000681,BUILDING,UNITED KINGDOM
682,Customer#000682,FURNITURE,FRANCE
683,Customer#000683,MACHINERY,BRAZIL
684,Customer#000684,AUTOMOBILE,FRANCE
685,Customer#000685,BUILDING,GERMANY
686,Customer#000686,MACHINERY,FRANCE
687,Customer#000687,AUTOMOBILE,GERMANY
688,Customer#000688,BUILDING,GERMANY
689,Customer#000689,HOUSEHOLD,CANADA
690,Customer#000690,FURNITURE,CANADA
691,Customer#000691,FURNITURE,BRAZIL
692,Customer#000692,MACHINERY,GERMANY
693,Customer#000693,HOUSEHOLD,UNITED KINGDOM
694,Customer#000694,HOUSEHOLD,CANADA
695,Customer#000695,MACHINERY,JAPAN
696,Customer#000696,FURNITURE,UNITED STATES
697,Customer#000697,MACHINERY,UNITED KINGDOM
698,Customer#000698,MACHINERY,CANADA
699,Customer#000699,HOUSEHOLD,UNITED STATES
700,Customer#000700,BUILDING,BRAZIL
701,Customer#000701,MACHINERY,UNITED KINGDOM
702,Customer#000702,BUILDING,AUSTRALIA
703,Customer#000703,HOUSEHOLD,UNITED STATES
704,Customer#000704,HOUSEHOLD,FRANCE
705,Customer#000705,MACHINERY,CANADA
706,Customer#000706,FURNITURE,GERMANY
707,Customer#000707,BUILDING,CANADA
708,Customer#000708,BUILDING,BRAZIL
709,Customer#000709,BUILDING,GERMANY
710,Customer#000710,BUILDING,FRANCE
711,Customer#000711,HOUSEHOLD,CANADA
712,Customer#000712,FURNITURE,GERMANY
713,Customer#000713,MACHINERY,BRAZIL
714,Customer#000714,MACHINERY,AUSTRALIA
715,Customer#000715,HOUSEHOLD,BRAZIL
716,Customer#000716,FURNITURE,UNITED STATES
717,Customer#000717,MACHINERY,UNITED KINGDOM
718,Customer#000718,MACHINERY,UNITED KINGDOM
719,Customer#000719,FURNITURE,AUSTRALIA
720,Customer#000720,MACHINERY,JAPAN
721,Customer#000721,FURNITURE,GERMANY
722,Customer#000722,MACHINERY,UNITED KINGDOM
723,Customer#000723,FURNITURE,GERMANY
724,Customer#000724,MACHINERY,JAPAN
725,Customer#000725,HOUSEHOLD,GERMANY
726,Customer#000726,FURNITURE,UNITED KINGDOM
727,Customer#000727,MACHINERY,AUSTRALIA
728,Customer#000728,MACHINERY,GERMANY
729,Customer#000729,FURNITURE,UNITED KINGDOM
730,Customer#000730,HOUSEHOLD,BRAZIL
731,Customer#000731,BUILDING,BRAZIL
732,Customer#000732,MACHINERY,GERMANY
733,Customer#000733,AUTOMOBILE,BRAZIL
734,Customer#000734,HOUSEHOLD,FRANCE
735,Customer#000735,AUTOMOBILE,GERMANY
736,Customer#000736,AUTOMOBILE,UNITED KINGDOM
737,Customer#000737,MACHINERY,UNITED KINGDOM
738,Customer#000738,FURNITURE,UNITED STATES
739,Customer#000739,MACHINERY,GERMANY
740,Customer#000740,FURNITURE,AUSTRALIA
741,Customer#000741,AUTOMOBILE,GERMANY
742,Customer#000742,AUTOMOBILE,GERMANY
743,Customer#000743,HOUSEHOLD,UNITED STATES
744,Customer#000744,HOUSEHOLD,BRAZIL
745,Customer#000745,AUTOMOBILE,CANADA
746,Customer#000746,FURNITURE,JAPAN
747,Customer#000747,HOUSEHOLD,FRANCE
748,Customer#000748,FURNITURE,FRANCE
749,Customer#000749,MACHINERY,CANADA
750,Customer#000750,AUTOMOBILE,BRAZIL
751,Customer#000751,FURNITURE,CANADA
752,Customer#000752,HOUSEHOLD,JAPAN
753,Customer#000753,HOUSEHOLD,AUSTRALIA
754,Customer#000754,AUTOMOBILE,FRANCE
755,Customer#000755,FURNITURE,GERMANY
756,Customer#000756,MACHINERY,UNITED STATES
757,Customer#000757,HOUSEHOLD,BRAZIL
758,Customer#000758,FURNITURE,UNITED KINGDOM
759,Customer#000759,FURNITURE,UNITED KINGDOM
760,Customer#000760,MACHINERY,UNITED KINGDOM
761,Customer#000761,AUTOMOBILE,JAPAN
762,Customer#000762,HOUSEHOLD,GERMANY
763,Customer#000763,HOUSEHOLD,UNITED KINGDOM
764,Customer#000764,AUTOMOBILE,CANADA
765,Customer#000765,MACHINERY,UNITED STATES
766,Customer#000766,HOUSEHOLD,UNITED STATES
767,Customer#000767,HOUSEHOLD,BRAZIL
768,Customer#000768,AUTOMOBILE,AUSTRALIA
769,Customer#000769,BUILDING,BRAZIL
770,Customer#000770,AUTOMOBILE,UNITED STATES
771,Customer#000771,MACHINERY,UNITED KINGDOM
772,Customer#000772,MACHINERY,GERMANY
773,Customer#000773,AUTOMOBILE,UNITED STATES
774,Customer#000774,MACHINERY,CANADA
775,Customer#000775,AUTOMOBILE,CANADA
776,Customer#000776,HOUSEHOLD,UNITED STATES
777,Customer#000777,BUILDING,UNITED STATES
778,Customer#000778,MACHINERY,FRANCE
779,Customer#000779,AUTOMOBILE,AUSTRALIA
780,Customer#000780,BUILDING,JAPAN
781,Customer#000781,AUTOMOBILE,JAPAN
782,Customer#000782,BUILDING,UNITED STATES
783,Customer#000783,AUTOMOBILE,AUSTRALIA
784,Customer#000784,FURNITURE,CANADA
785,Customer#000785,BUILDING,UNITED KINGDOM
786,Customer#000786,HOUSEHOLD,UNITED STATES
787,Customer#000787,FURNITURE,FRANCE
788,Customer#000788,AUTOMOBILE,JAPAN
789,Customer#000789,HOUSEHOLD,UNITED STATES
790,Customer#000790,FURNITURE,BRAZIL
791,Customer#000791,AUTOMOBILE,AUSTRALIA
792,Customer#000792,AUTOMOBILE,UNITED KINGDOM
793,Customer#000793,FURNITURE,BRAZIL
794,Customer#000794,BUILDING,UNITED STATES
795,Customer#000795,HOUSEHOLD,CANADA
796,Customer#000796,BUILDING,AUSTRALIA
797,Customer#000797,MACHINERY,JAPAN
798,Customer#000798,BUILDING,BRAZIL
799,Customer#000799,BUILDING,BRAZIL
800,Customer#000800,AUTOMOBILE,UNITED KINGDOM
801,Customer#000801,FURNITURE,BRAZIL
802,Customer#000802,AUTOMOBILE,UNITED STATES
803,Customer#000803,MACHINERY,BRAZIL
804,Customer#000804,AUTOMOBILE,CANADA
805,Customer#000805,HOUSEHOLD,GERMANY
806,Customer#000806,AUTOMOBILE,UNITED KINGDOM
807,Customer#000807,HOUSEHOLD,UNITED STATES
808,Customer#000808,MACHINERY,FRANCE
809,Customer#000809,BUILDING,FRANCE
810,Customer#000810,BUILDING,BRAZIL
811,Customer#000811,MACHINERY,AUSTRALIA
812,Customer#000812,FURNITURE,CANADA
813,Customer#000813,MACHINERY,UNITED STATES
814,Customer#000814,AUTOMOBILE,JAPAN
815,Customer#000815,MACHINERY,UNITED STATES
816,Customer#000816,MACHINERY,JAPAN
817,Customer#000817,BUILDING,BRAZIL
818,Customer#000818,HOUSEHOLD,AUSTRALIA
819,Customer#000819,HOUSEHOLD,AUSTRALIA
820,Customer#000820,MACHINERY,GERMANY
821,Customer#000821,HOUSEHOLD,CANADA
822,Customer#000822,MACHINERY,JAPAN
823,Customer#000823,BUILDING,AUSTRALIA
824,Customer#000824,BUILDING,AUSTRALIA
825,Customer#000825,FURNITURE,GERMANY
826,Customer#000826,FURNITURE,JAPAN
827,Customer#000827,MACHINERY,UNITED KINGDOM
828,Customer#000828,BUILDING,BRAZIL
829,Customer#000829,MACHINERY,JAPAN
830,Customer#000830,HOUSEHOLD,AUSTRALIA
831,Customer#000831,AUTOMOBILE,CANADA
832,Customer#000832,MACHINERY,CANADA
833,Customer#000833,BUILDING,BRAZIL
834,Customer#000834,FURNITURE,AUSTRALIA
835,Customer#000835,MACHINERY,UNITED STATES
836,Customer#000836,BUILDING,AUSTRALIA
837,Customer#000837,MACHINERY,GERMANY
838,Customer#000838,BUILDING,GERMANY
839,Customer#000839,FURNITURE,CANADA
840,Customer#000840,BUILDING,GERMANY
841,Customer#000841,BUILDING,FRANCE
842,Customer#000842,MACHINERY,BRAZIL
843,Customer#000843,HOUSEHOLD,UNITED STATES
844,Customer#000844,FURNITURE,GERMANY
845,Customer#000845,HOUSEHOLD,BRAZIL
846,Customer#000846,MACHINERY,CANADA
847,Customer#000847,BUILDING,GERMANY
848,Customer#000848,FURNITURE,BRAZIL
849,Customer#000849,HOUSEHOLD,BRAZIL
850,Customer#000850,MACHINERY,FRANCE
851,Customer#000851,BUILDING,UNITED STATES
852,Customer#000852,AUTOMOBILE,CANADA
853,Customer#000853,FURNITURE,AUSTRALIA
854,Customer#000854,FURNITURE,UNITED KINGDOM
855,Customer#000855,MACHINERY,JAPAN
856,Customer#000856,HOUSEHOLD,FRANCE
857,Customer#000857,FURNITURE,JAPAN
858,Customer#000858,HOUSEHOLD,FRANCE
859,Customer#000859,BUILDING,GERMANY
860,Customer#000860,BUILDING,CANADA
861,Customer#000861,AUTOMOBILE,CANADA
862,Customer#000862,BUILDING,BRAZIL
863,Customer#000863,MACHINERY,UNITED KINGDOM
864,Customer#000864,FURNITURE,JAPAN
865,Customer#000865,MACHINERY,GERMANY
866,Customer#000866,AUTOMOBILE,BRAZIL
867,Customer#000867,FURNITURE,FRANCE
868,Customer#000868,BUILDING,FRANCE
869,Customer#000869,AUTOMOBILE,FRANCE
870,Customer#000870,HOUSEHOLD,UNITED STATES
871,Customer#000871,MACHINERY,BRAZIL
872,Customer#000872,HOUSEHOLD,GERMANY
873,Customer#000873,FURNITURE,UNITED KINGDOM
874,Customer#000874,BUILDING,JAPAN
875,Customer#000875,HOUSEHOLD,CANADA
876,Customer#000876,FURNITURE,AUSTRALIA
877,Customer#000877,HOUSEHOLD,UNITED KINGDOM
878,Customer#000878,AUTOMOBILE,BRAZIL
879,Customer#000879,BUILDING,CANADA
880,Customer#000880,HOUSEHOLD,BRAZIL
881,Customer#000881,AUTOMOBILE,GERMANY
882,Customer#000882,AUTOMOBILE,AUSTRALIA
883,Customer#000883,FURNITURE,UNITED STATES
884,Customer#000884,BUILDING,GERMANY
885,Customer#000885,MACHINERY,GERMANY
886,Customer#000886,AUTOMOBILE,BRAZIL
887,Customer#000887,AUTOMOBILE,BRAZIL
888,Customer#000888,FURNITURE,JAPAN
889,Customer#000889,BUILDING,JAPAN
890,Customer#000890,AUTOMOBILE,JAPAN
891,Customer#000891,AUTOMOBILE,JAPAN
892,Customer#000892,FURNITURE,UNITED KINGDOM
893,Customer#000893,FURNITURE,GERMANY
894,Customer#000894,FURNITURE,GERMANY
895,Customer#000895,AUTOMOBILE,BRAZIL
896,Customer#000896,FURNITURE,UNITED STATES
897,Customer#000897,BUILDING,UNITED KINGDOM
898,Customer#000898,BUILDING,JAPAN
899,Customer#000899,AUTOMOBILE,AUSTRALIA
900,Customer#000900,FURNITURE,UNITED STATES
901,Customer#000901,HOUSEHOLD,JAPAN
902,Customer#000902,MACHINERY,CANADA
903,Customer#000903,AUTOMOBILE,AUSTRALIA
904,Customer#000904,MACHINERY,CANADA
905,Customer#000905,BUILDING,UNITED STATES
906,Customer#000906,AUTOMOBILE,CANADA
907,Customer#000907,HOUSEHOLD,CANADA
908,Customer#000908,HOUSEHOLD,FRANCE
909,Customer#000909,MACHINERY,GERMANY
910,Customer#000910,MACHINERY,BRAZIL
911,Customer#000911,MACHINERY,AUSTRALIA
912,Customer#000912,AUTOMOBILE,BRAZIL
913,Customer#000913,FURNITURE,UNITED KINGDOM
914,Customer#000914,MACHINERY,FRANCE
915,Customer#000915,HOUSEHOLD,UNITED KINGDOM
916,Customer#000916,MACHINERY,CANADA
917,Customer#000917,AUTOMOBILE,GERMANY
918,Customer#000918,BUILDING,UNITED STATES
919,Customer#000919,MACHINERY,AUSTRALIA
920,Customer#000920,FURNITURE,AUSTRALIA
921,Customer#000921,AUTOMOBILE,GERMANY
922,Customer#000922,MACHINERY,BRAZIL
923,Customer#000923,AUTOMOBILE,GERMANY
924,Customer#000924,HOUSEHOLD,CANADA
925,Customer#000925,HOUSEHOLD,JAPAN
926,Customer#000926,HOUSEHOLD,UNITED STATES
927,Customer#000927,BUILDING,AUSTRALIA
928,Customer#000928,FURNITURE,CANADA
929,Customer#000929,AUTOMOBILE,FRANCE
930,Customer#000930,FURNITURE,BRAZIL
931,Customer#000931,BUILDING,UNITED STATES
932,Customer#000932,MACHINERY,CANADA
933,Customer#000933,FURNITURE,CANADA
934,Customer#000934,MACHINERY,UNITED STATES
935,Customer#000935,BUILDING,AUSTRALIA
936,Customer#000936,AUTOMOBILE,JAPAN
937,Customer#000937,MACHINERY,AUSTRALIA
938,Customer#000938,MACHINERY,UNITED STATES
939,Customer#000939,HOUSEHOLD,UNITED STATES
940,Customer#000940,FURNITURE,FRANCE
941,Customer#000941,MACHINERY,JAPAN
942,Customer#000942,BUILDING,AUSTRALIA
943,Customer#000943,FURNITURE,CANADA
944,Customer#000944,FURNITURE,JAPAN
945,Customer#000945,FURNITURE,UNITED KINGDOM
946,Customer#000946,AUTOMOBILE,UNITED KINGDOM
947,Customer#000947,HOUSEHOLD,BRAZIL
948,Customer#000948,MACHINERY,BRAZIL
949,Customer#000949,AUTOMOBILE,FRANCE
950,Customer#000950,FURNITURE,AUSTRALIA
951,Customer#000951,FURNITURE,UNITED STATES
952,Customer#000952,BUILDING,UNITED STATES
953,Customer#000953,AUTOMOBILE,BRAZIL
954,Customer#000954,HOUSEHOLD,CANADA
955,Customer#000955,AUTOMOBILE,GERMANY
956,Customer#000956,MACHINERY,BRAZIL
957,Customer#000957,AUTOMOBILE,AUSTRALIA
958,Customer#000958,FURNITURE,JAPAN
959,Customer#000959,FURNITURE,BRAZIL
960,Customer#000960,FURNITURE,CANADA
961,Customer#000961,FURNITURE,JAPAN
962,Customer#000962,HOUSEHOLD,UNITED STATES
963,Customer#000963,MACHINERY,BRAZIL
964,Customer#000964,BUILDING,AUSTRALIA
965,Customer#000965,FURNITURE,JAPAN
966,Customer#000966,BUILDING,CANADA
967,Customer#000967,MACHINERY,FRANCE
968,Customer#000968,BUILDING,CANADA
969,Customer#000969,AUTOMOBILE,AUSTRALIA
970,Customer#000970,AUTOMOBILE,FRANCE
971,Customer#000971,BUILDING,UNITED KINGDOM
972,Customer#000972,AUTOMOBILE,UNITED STATES
973,Customer#000973,HOUSEHOLD,BRAZIL
974,Customer#000974,HOUSEHOLD,GERMANY
975,Customer#000975,HOUSEHOLD,FRANCE
976,Customer#000976,HOUSEHOLD,CANADA
977,Customer#000977,BUILDING,GERMANY
978,Customer#000978,FURNITURE,FRANCE
979,Customer#000979,FURNITURE,BRAZIL
980,Customer#000980,HOUSEHOLD,AUSTRALIA
981,Customer#000981,MACHINERY,GERMANY
982,Customer#000982,HOUSEHOLD,BRAZIL
983,Customer#000983,FURNITURE,BRAZIL
984,Customer#000984,MACHINERY,CANADA
985,Customer#000985,AUTOMOBILE,FRANCE
986,Customer#000986,MACHINERY,JAPAN
987,Customer#000987,AUTOMOBILE,JAPAN
988,Customer#000988,MACHINERY,FRANCE
989,Customer#000989,HOUSEHOLD,BRAZIL
990,Customer#000990,HOUSEHOLD,BRAZIL
991,Customer#000991,FURNITURE,JAPAN
992,Customer#000992,MACHINERY,UNITED KINGDOM
993,Customer#000993,FURNITURE,AUSTRALIA
994,Customer#000994,HOUSEHOLD,BRAZIL
995,Customer#000995,AUTOMOBILE,JAPAN
996,Customer#000996,BUILDING,JAPAN
997,Customer#000997,BUILDING,BRAZIL
998,Customer#000998,HOUSEHOLD,JAPAN
999,Customer#000999,HOUSEHOLD,FRANCE
1000,Customer#001000,AUTOMOBILE,JAPAN
1001,Customer#001001,FURNITURE,JAPAN
1002,Customer#001002,AUTOMOBILE,UNITED KINGDOM
1003,Customer#001003,FURNITURE,FRANCE
1004,Customer#001004,AUTOMOBILE,UNITED STATES
1005,Customer#001005,FURNITURE,FRANCE
1006,Customer#001006,AUTOMOBILE,UNITED STATES
1007,Customer#001007,BUILDING,AUSTRALIA
1008,Customer#001008,MACHINERY,CANADA
1009,Customer#001009,BUILDING,GERMANY
1010,Customer#001010,BUILDING,GERMANY
1011,Customer#001011,HOUSEHOLD,CANADA
1012,Customer#001012,HOUSEHOLD,FRANCE
1013,Customer#001013,MACHINERY,BRAZIL
1014,Customer#001014,MACHINERY,UNITED STATES
1015,Customer#001015,BUILDING,FRANCE
1016,Customer#001016,FURNITURE,UNITED STATES
1017,Customer#001017,AUTOMOBILE,AUSTRALIA
1018,Customer#001018,AUTOMOBILE,UNITED STATES
1019,Customer#001019,HOUSEHOLD,CANADA
1020,Customer#001020,AUTOMOBILE,JAPAN
1021,Customer#001021,BUILDING,UNITED STATES
1022,Customer#001022,MACHINERY,UNITED KINGDOM
1023,Customer#001023,MACHINERY,JAPAN
1024,Customer#001024,HOUSEHOLD,CANADA
1025,Customer#001025,AUTOMOBILE,CANADA
1026,Customer#001026,MACHINERY,FRANCE
1027,Customer#001027,BUILDING,BRAZIL
1028,Customer#001028,AUTOMOBILE,CANADA
1029,Customer#001029,MACHINERY,GERMANY
1030,Customer#001030,BUILDING,BRAZIL
1031,Customer#001031,MACHINERY,FRANCE
1032,Customer#001032,AUTOMOBILE,AUSTRALIA
1033,Customer#001033,HOUSEHOLD,BRAZIL
1034,Customer#001034,BUILDING,AUSTRALIA
1035,Customer#001035,BUILDING,GERMANY
1036,Customer#001036,AUTOMOBILE,CANADA
1037,Customer#001037,MACHINERY,FRANCE
1038,Customer#001038,BUILDING,JAPAN
1039,Customer#001039,HOUSEHOLD,FRANCE
1040,Customer#001040,HOUSEHOLD,JAPAN
1041,Customer#001041,MACHINERY,JAPAN
1042,Customer#001042,FURNITURE,UNITED STATES
1043,Customer#001043,MACHINERY,BRAZIL
1044,Customer#001044,AUTOMOBILE,UNITED STATES
1045,Customer#001045,BUILDING,CANADA
1046,Customer#001046,MACHINERY,GERMANY
1047,Customer#001047,HOUSEHOLD,JAPAN
1048,Customer#001048,BUILDING,JAPAN
1049,Customer#001049,MACHINERY,FRANCE
1050,Customer#001050,AUTOMOBILE,GERMANY
1051,Customer#001051,HOUSEHOLD,GERMANY
1052,Customer#001052,HOUSEHOLD,BRAZIL
1053,Customer#001053,HOUSEHOLD,CANADA
1054,Customer#001054,FURNITURE,FRANCE
1055,Customer#001055,AUTOMOBILE,UNITED KINGDOM
1056,Customer#001056,FURNITURE,CANADA
1057,Customer#001057,FURNITURE,BRAZIL
1058,Customer#001058,BUILDING,UNITED KINGDOM
1059,Customer#001059,BUILDING,FRANCE
1060,Customer#001060,FURNITURE,GERMANY
1061,Customer#001061,AUTOMOBILE,BRAZIL
1062,Customer#001062,FURNITURE,CANADA
1063,Customer#001063,BUILDING,FRANCE
1064,Customer#001064,FURNITURE,CANADA
1065,Customer#001065,BUILDING,CANADA
1066,Customer#001066,BUILDING,CANADA
1067,Customer#001067,AUTOMOBILE,AUSTRALIA
1068,Customer#001068,HOUSEHOLD,UNITED STATES
1069,Customer#001069,FURNITURE,CANADA
1070,Customer#001070,MACHINERY,UNITED STATES
1071,Customer#001071,HOUSEHOLD,JAPAN
1072,Customer#001072,BUILDING,FRANCE
1073,Customer#001073,FURNITURE,UNITED KINGDOM
1074,Customer#001074,BUILDING,AUSTRALIA
1075,Customer#001075,MACHINERY,UNITED KINGDOM
1076,Customer#001076,FURNITURE,UNITED STATES
1077,Customer#001077,BUILDING,CANADA
1078,Customer#001078,BUILDING,JAPAN
1079,Customer#001079,HOUSEHOLD,GERMANY
1080,Customer#001080,AUTOMOBILE,AUSTRALIA
1081,Customer#001081,MACHINERY,AUSTRALIA
1082,Customer#001082,HOUSEHOLD,AUSTRALIA
1083,Customer#001083,HOUSEHOLD,UNITED KINGDOM
1084,Customer#001084,FURNITURE,GERMANY
1085,Customer#001085,MACHINERY,UNITED KINGDOM
1086,Customer#001086,AUTOMOBILE,AUSTRALIA
1087,Customer#001087,FURNITURE,GERMANY
1088,Customer#001088,AUTOMOBILE,UNITED STATES
1089,Customer#001089,BUILDING,JAPAN
1090,Customer#001090,HOUSEHOLD,AUSTRALIA
1091,Customer#001091,FURNITURE,AUSTRALIA
1092,Customer#001092,AUTOMOBILE,FRANCE
1093,Customer#001093,HOUSEHOLD,BRAZIL
1094,Customer#001094,AUTOMOBILE,JAPAN
1095,Customer#001095,AUTOMOBILE,UNITED KINGDOM
1096,Customer#001096,BUILDING,AUSTRALIA
1097,Customer#001097,FURNITURE,UNITED STATES
1098,Customer#001098,AUTOMOBILE,FRANCE
1099,Customer#001099,BUILDING,UNITED KINGDOM
1100,Customer#001100,FURNITURE,UNITED STATES
1101,Customer#001101,HOUSEHOLD,UNITED STATES
1102,Customer#001102,AUTOMOBILE,UNITED STATES
1103,Customer#001103,HOUSEHOLD,CANADA
1104,Customer#001104,AUTOMOBILE,FRANCE
1105,Customer#001105,BUILDING,GERMANY
1106,Customer#001106,FURNITURE,JAPAN
1107,Customer#001107,AUTOMOBILE,BRAZIL
1108,Customer#001108,FURNITURE,BRAZIL
1109,Customer#001109,AUTOMOBILE,JAPAN
1110,Customer#001110,AUTOMOBILE,FRANCE
1111,Customer#001111,HOUSEHOLD,JAPAN
1112,Customer#001112,MACHINERY,UNITED STATES
1113,Customer#001113,FURNITURE,GERMANY
1114,Customer#001114,HOUSEHOLD,CANADA
1115,Customer#001115,BUILDING,BRAZIL
1116,Customer#001116,HOUSEHOLD,BRAZIL
1117,Customer#001117,HOUSEHOLD,AUSTRALIA
1118,Customer#001118,AUTOMOBILE,JAPAN
1119,Customer#001119,HOUSEHOLD,GERMANY
1120,Customer#001120,FURNITURE,CANADA
1121,Customer#001121,AUTOMOBILE,FRANCE
1122,Customer#001122,MACHINERY,GERMANY
1123,Customer#001123,HOUSEHOLD,UNITED STATES
1124,Customer#001124,FURNITURE,AUSTRALIA
1125,Customer#001125,HOUSEHOLD,GERMANY
1126,Customer#001126,HOUSEHOLD,FRANCE
1127,Customer#001127,MACHINERY,FRANCE
1128,Customer#001128,MACHINERY,UNITED KINGDOM
1129,Customer#001129,HOUSEHOLD,BRAZIL
1130,Customer#001130,BUILDING,FRANCE
1131,Customer#001131,BUILDING,JAPAN
1132,Customer#001132,HOUSEHOLD,UNITED STATES
1133,Customer#001133,BUILDING,FRANCE
1134,Customer#001134,FURNITURE,FRANCE
1135,Customer#001135,HOUSEHOLD,FRANCE
1136,Customer#001136,MACHINERY,JAPAN
1137,Customer#001137,BUILDING,FRANCE
1138,Customer#001138,AUTOMOBILE,UNITED KINGDOM
1139,Customer#001139,HOUSEHOLD,FRANCE
1140,Customer#001140,FURNITURE,FRANCE
1141,Customer#001141,HOUSEHOLD,FRANCE
1142,Customer#001142,FURNITURE,BRAZIL
1143,Customer#001143,MACHINERY,AUSTRALIA
1144,Customer#001144,HOUSEHOLD,BRAZIL
1145,Customer#001145,MACHINERY,JAPAN
1146,Customer#001146,MACHINERY,CANADA
1147,Customer#001147,HOUSEHOLD,UNITED KINGDOM
1148,Customer#001148,HOUSEHOLD,BRAZIL
1149,Customer#001149,AUTOMOBILE,BRAZIL
